customer_id,start_date,end_date,years_of_experience,channel,geo,profession_id,cancellation_reason
501045f4735809730e507f95a0f868e6,2019-02-11,2020-02-11,5.0,organic,FL,5006,
7222e7d25105cd93bf494fec70c3e488,2020-02-21,2021-02-21,5.0,sem,OH,5006,
8836137f5eb5a9f064afbffdabd00ac3,2020-05-29,2021-05-29,5.0,social,OH,5003,
850cf0bb8bf12dac31753b8bdc6a9aa8,2018-03-16,2018-05-16,3.0,sem,IL,5008,Non-Payment
2b13bc59083f1b7b3aa88e34195917a7,2018-04-09,2019-04-09,25.0,sem,NM,5010,
7beaac0beb4a97e0fae0ceb19081b28f,2018-07-25,2019-07-25,4.0,social,NJ,5010,
ceda0d34509530d9ad30f00cab1dda83,2019-04-24,2019-06-23,5.0,sem,FL,5010,Non-Payment
937ff91cac71dfced12ae4b3fe4204de,2019-06-14,2019-07-08,5.0,sem,OR,100019,Change business structure to/from Individual
65d51e9b52505d5fcec7aa8685d8e394,2020-09-16,2021-09-16,10.0,sem,FL,5007,
02ad49e1b6ee78905b2a76a58d630575,2020-08-21,2021-08-21,40.0,sem,SC,100001,
b8b6ba93828c147db97deb916e7f5cc7,2018-05-07,2018-12-08,2.0,sem,WV,100003,I had a short-term need for insurance that has ended
850c9db6be86061631635cf7bb981d8b,2020-02-24,2021-02-24,6.0,agents,OR,100001,
1554c674e7c3e8718b24be6eb50e57e0,2019-02-07,2020-02-07,20.0,sem,TX,100001,
b4fff5af2131b0d7a4dcbcd1163fb278,2019-02-11,2020-02-11,0.0,support,CO,5006,
f467f139b90741deb21ee6789d8c2959,2020-08-27,2021-08-27,6.0,organic,CO,100003,
8ca634fdbc0c0763e54943d1a5c8f68a,2018-08-24,2019-08-24,5.0,sem,MS,5006,
6b836919b71e9df18369da66cf76148f,2019-07-27,2020-07-27,5.0,organic,AZ,100003,
a17754da57d293d3734b76497393bd48,2018-07-24,2018-09-29,0.0,video,TN,100005,Insured is no longer in business
6b84a2945c05e01de92113ac9cc357b1,2019-08-01,2020-08-01,5.0,organic,TX,100002,
1a9ae38a86a6821c1ee8d1f393c0d3a2,2019-01-15,2019-10-24,5.0,sem,CO,5008,I had a short-term need for insurance that has ended
2c6d5e2ae98a971ee066060e98d617c6,2018-04-14,2019-04-14,40.0,social,MI,100001,
155e327fd6668945fdf00ec82735d34c,2019-12-02,2020-12-02,5.0,social,MD,5006,
81b3fe75e2f6e9a20ccc99a85a1a1ca2,2019-10-10,2020-10-10,20.0,sem,KS,100001,
44adbcdf89caa4c5563d4fba25cb3c0a,2019-11-30,2020-01-29,4.0,social,OK,100001,Non-Payment
016701ffb7df54c15bb6c9f21e7adf7d,2018-08-28,2019-01-25,0.0,sem,CA,100002,Insured is no longer in business
eef520615fbc3f1cf272f53704008315,2018-06-04,2019-06-04,4.0,sem,MI,5006,
04fa6ac7a0809189edee45d72c463911,2019-09-05,2020-09-05,25.0,organic,CA,100001,
788d79ad236c1e152a03a216c0f608f7,2020-01-27,2020-05-09,5.0,agents,NC,5005,I need coverage you can't provide
4890a028daa522d5beb88fd6b1c75dac,2018-03-05,2018-12-03,5.0,sem,OH,5005,Non-Payment
619ac64e6f54578067616d1b61537276,2020-07-05,2020-07-22,5.0,organic,CO,5006,Insured is no longer in business
d38370ee5240fcee449148e3b18d9265,2020-09-08,2021-09-08,5.0,agents,FL,100042,
54a98e0c62bf87ec34cd3bbf3056a083,2019-10-29,2020-10-29,3.0,social,FL,5010,
85e9be46409e51dbaefe565aecc23d84,2019-05-01,2020-05-01,25.0,sem,NC,100001,
ff88928f1584c4ce12875de31f045295,2019-04-05,2019-11-04,0.0,organic,AZ,100008,Non-Payment
26563d09f665a60d76cc2888636201d1,2019-10-22,2020-10-22,5.0,sem,FL,5003,
d0674a069ef2af78c0a2aa62061a84b9,2019-03-19,2020-03-19,5.0,direct,FL,100001,
d9d0ade0182509697c6aed171dac07e8,2019-08-12,2019-09-04,10.0,sem,TX,100001,Insured found better coverage elsewhere at same price
3fd4b671db3c77bbca925888b85ff0a6,2019-03-19,2020-03-19,5.0,organic,WA,5005,
85b5c28904db335a9d3e981e4f711bd5,2019-08-31,2020-08-31,25.0,organic,AL,100001,
3f0aed4d7fc59b89e7a59e3128a98dec,2019-11-12,2020-11-12,5.0,sem,TN,5006,
6f12d52937e0afb48853a9470eee06f4,2019-01-14,2019-06-07,2.0,sem,IN,5006,Insured is covered by employer
adf25b604635ecd17526fc7caca956e4,2020-02-27,2021-02-27,5.0,sem,NC,5010,
522d638c81a7087c399d72c19ff3ed6b,2019-07-01,2020-07-01,5.0,sem,TX,100001,
7be4d47692453e96438adb037d0a6516,2020-08-29,2021-08-29,5.0,sem,NH,5005,
2f272ca6ee128232bda0313b7928a902,2020-03-12,2021-03-12,5.0,organic,ME,5005,
9a1ca74844bd15ffd7fd84b2e204253f,2020-06-16,2021-06-16,5.0,display,MA,5006,
15a5413953d68f0921f89ebd03a8fb7a,2019-08-01,2020-08-01,5.0,sem,FL,5003,
0713bdbc44a0a0eedad96f426bcd8c3b,2019-09-18,2020-09-18,4.0,social,OK,5006,
d24d80338ff1cb027a8f06a54f4086d0,2019-05-13,2019-10-12,2.0,sem,TX,5010,Non-Payment
18f159930665edb265fed8e403520ca1,2018-12-17,2019-12-17,15.0,sem,MI,100001,
6c41e0eed22247a914b361dd51cc4bf6,2019-01-02,2019-12-02,5.0,sem,IL,5006,Non-Payment
4ed211f205e154dd4958697f15c90a3b,2019-08-07,2019-09-16,10.0,display,NC,100001,Insured is no longer in business
eb41393038b78f4ac311a616e040c21c,2020-04-13,2021-04-13,5.0,agents,TN,5012,
77b382662acf6380bb2a4f3f799bdd90,2019-08-13,2020-08-13,15.0,sem,TX,100001,
3360a6efefbc1ff9ee2590dc49cef3b5,2019-02-07,2020-02-07,5.0,sem,TX,100019,
68d14a95a4a442c908bf6433828f1c18,2019-09-06,2020-09-06,5.0,sem,NV,100002,
ccbc2cded32ddb4c8ca89c633a57e8a3,2020-07-01,2021-07-01,1.0,sem,FL,5003,
90ffe7b898d265d9d851954b1d6cf5c4,2019-09-19,2019-12-19,20.0,sem,CT,100001,Non-Payment
ddda02556e23783c0a8ef18abab20029,2019-05-30,2019-11-29,5.0,sem,OH,100042,Non-Payment
01d04aea9ecded85bd6b7ed8fbe31a77,2018-12-13,2019-02-11,20.0,sem,TX,100001,Non-Payment
355c0a4b5e282782716974f8964cf9a0,2020-04-22,2021-04-22,5.0,sem,NE,100002,
ff2e1ec3ee3a5ac949ce9a971505b1ca,2019-11-01,2020-11-01,2.0,agents,CO,5010,
8870e8ad44ad88f6041d6bc7c3de17e9,2019-12-11,2020-12-11,5.0,agents,AR,5014,
284672c49a72ba1212481fa0498f348e,2019-06-02,2020-06-02,5.0,channel sales,LA,5005,
e6131719222b2b268cbae4bb1f083580,2020-04-28,2021-04-28,5.0,sem,SC,100009,
c501fd652a3ade04aa8142d6849ea1a8,2020-08-11,2020-08-28,20.0,sem,CA,100001,I don't see the value of having insurance anymore
b367260f7d8141394d5d11939eb1aa91,2019-08-14,2019-11-19,5.0,social,NC,5012,Non-Payment
a3dc9eb88ebbbcf687a70c0df7962dba,2019-02-09,2019-03-07,5.0,organic,PA,5005,I need coverage you can't provide
16ff4d52e13e722640cb2506e7989095,2018-03-16,2018-09-15,2.0,sem,TX,5006,Non-Payment
544446ea2eeb9d1920d7c4be6af99f67,2020-06-09,2021-06-09,11.0,sem,CO,100002,
b888788e1ad1a0de47079646ae4e90b5,2019-05-16,2020-05-14,25.0,sem,VA,100001,Other reason (describe in notes)
a4d219c2d87a69d49eefbc2e4364ae61,2018-11-28,2019-07-23,5.0,sem,MA,5005,Insured is covered by employer
1e27d0364dca7fa8bdc1e86d837e28ab,2020-03-19,2021-03-19,10.0,agents,FL,100001,
000707687192e9ba3e1e8b7df8280989,2019-03-14,2020-03-14,5.0,sem,CA,5013,
d93d8b906f7482fc5d8ee781333ee71b,2019-04-19,2020-04-19,5.0,sem,CO,100005,
b173858c5111d22384328196ffc14841,2020-09-01,2021-09-01,25.0,agents,FL,100001,
966dfa5973c62250f40fb65a15b94790,2019-09-06,2019-09-11,5.0,sem,IN,5005,I need coverage you can't provide
9c626e4509a9e471315718ed910b894d,2019-05-11,2020-05-11,5.0,organic,PA,5006,
7d454ac010c2e73dc7f7d06d466b618b,2019-05-28,2020-05-28,35.0,sem,MI,100001,
f60f59ac091d7cfc159c9369e1eb3364,2020-02-10,2020-05-12,5.0,organic,ID,5006,I don't see the value of having insurance anymore
c70d21a290c43655966d8940bafb5510,2019-06-24,2020-06-24,3.0,,OH,100001,
1a0da27ad77be805def7bf40cc9c6e4f,2020-06-24,2021-06-24,10.0,sem,GA,100003,
5ce9372d2c3d4e93cae60e5add4f80a3,2019-09-14,2020-09-14,5.0,agents,CO,100041,
818b3d042faf43f33c770b2cc57165c8,2020-09-15,2021-09-15,1.0,unknown,CO,5006,
e42fb94536d51e1fe9bee6efc470cfcc,2018-12-06,2019-03-07,5.0,social,TX,5006,Non-Payment
b238a49d0edd810ac8c7618fbf91cc53,2020-01-03,2021-01-03,5.0,agents,CO,5013,
25d337fa46bb924206221a015f6dfe0f,2018-05-24,2018-08-24,2.0,social,MD,5003,Non-Payment
064e87d3149420aeeabcc9571caccd65,2020-01-22,2021-01-22,4.0,agents,MA,5005,
6b09f5e6fd2292fb807056cd10b31c56,2019-05-16,2019-07-16,5.0,sem,MD,5006,Non-Payment
63040eadee8c0b9a9718b47144abb9a2,2019-07-11,2020-07-11,10.0,sem,TX,100001,
ea37291971bb684b148bc6e2d70ea1b7,2018-10-08,2018-12-07,5.0,sem,RI,5003,Non-Payment
8bbf4eeea2eefede792bf3dc643cc652,2020-03-19,2021-03-19,5.0,channel sales,CO,5006,
2787362b1baae735f8188b9ead73dbbd,2020-04-03,2020-07-28,5.0,sem,UT,100005,Insured is no longer in business
69e75b92f2c804fb0f251146b0c1b325,2018-11-19,2019-06-20,5.0,channel sales,NJ,5006,Non-Payment
206c3387fefb70854ee9946dedfc5e2f,2020-05-14,2021-05-14,2.0,social,MA,5010,
592ce04ee914665be84fbfcd86c6670a,2019-04-04,2019-07-04,5.0,channel sales,MO,5006,Insured needs coverage or change we can't support (describe in notes)
b1f3e4772bd758bc9bef585ea8fab60e,2020-03-20,2020-09-04,5.0,sem,OH,5005,I had a short-term need for insurance that has ended
b04bdfa35401dd738576ec5ca36975e7,2020-01-17,2021-01-17,5.0,agents,MS,100001,
defade5b4b8a9a9e6caf450addb2d22e,2018-09-05,2019-01-11,25.0,sem,ME,100001,Other reason (describe in notes)
439e9f63ef29aac982707945eba4c4d9,2020-04-08,2020-08-08,5.0,agents,GA,5003,Non-Payment
e4fa820b853b71a03a479a4091662c15,2020-02-21,2021-02-21,3.0,sem,MO,5003,
0cfff4db2581aa88d5d8d9dc20e7a089,2020-07-27,2021-07-27,7.0,social,CO,100001,
aa7b43070096d773442c3074a32362de,2019-08-30,2020-02-11,5.0,sem,OR,5010,I had a short-term need for insurance that has ended
3608f319bb4ac164016373c39f12615d,2020-01-07,2021-01-07,5.0,email,AZ,5005,
599473aa77c54012d85993190ab45871,2019-07-26,2020-07-26,5.0,sem,TX,5008,
5c3157ce5944e6e96562db07f3d6cd04,2020-08-10,2021-08-10,5.0,sem,FL,100002,
e426791e7889cd7daf7f8716a71f6b69,2020-09-30,2021-09-30,2.0,agents,FL,5010,
78669059b6adbf0b0430e11c85026fa6,2019-09-04,2020-09-04,5.0,organic,NJ,5006,
e574083ad4a5ece371634edd2a7deab6,2019-01-01,2020-01-01,5.0,sem,FL,5005,
b7cdb6f9702f2e3def502168fab7215a,2019-06-03,2020-06-03,20.0,channel sales,GA,100001,
47d7218e16f8790acb106f146775cff0,2018-03-19,2019-03-19,10.0,sem,NJ,100002,
3929d29465f4452773dc5697029c2e6e,2018-09-11,2018-11-09,5.0,social,MN,5006,Insured is no longer in business
a80f91210db161167198a4fde1c0ace1,2018-11-15,2019-05-16,5.0,sem,MD,5006,Non-Payment
592a0d7050f73cc01aa3cf62b3669e02,2020-02-06,2021-02-06,5.0,sem,IL,5006,
41591c7e17075f59bcf4fb8c47b186d1,2020-03-02,2021-03-02,5.0,agents,CO,5014,
5bed288b72f122cb0a17d0fff1ea9365,2018-09-18,2019-02-17,4.0,sem,MO,100008,Non-Payment
35532c92bc9f929b9d957a271cbdfa97,2020-03-18,2021-03-18,5.0,organic,ID,5010,
a26a402e12a673fae3de0b89ea48d33e,2018-04-10,2018-05-30,15.0,sem,CA,5010,No insurance
f5c15a3c3a6692b8f4cb1d0ad03d7fec,2018-10-23,2019-10-23,25.0,channel sales,AZ,100001,
9faf0b038eb3d697e092f17c101cb98d,2018-11-10,2019-01-24,2.0,sem,MI,100002,I don't see the value of having insurance anymore
868a59bdce2b764b40237107fbea72e7,2020-05-06,2021-05-06,3.0,agents,CO,5008,
6f70078684db6a7a0056c8289d35197d,2020-04-01,2020-09-01,2.0,organic,GA,5006,Non-Payment
f26a7b3238394230d5f654b4a891a98d,2020-06-19,2021-06-19,40.0,sem,CA,5006,
80638875d1b8e76d32d37b87018bde82,2018-03-05,2019-03-05,15.0,sem,VA,5003,
1dd18d5c1039713ed392e93d46f2ad67,2020-01-13,2020-08-28,5.0,organic,MO,100042,Change operations/COB
7d056e2c4785acd87d6a26792d7e8d2a,2020-04-07,2021-04-07,3.0,agents,GA,100002,
0d57a51e721c05924cf74d0e9cc5fe65,2020-01-07,2020-08-06,5.0,sem,AR,5003,Insured is no longer in business
221444083fa091604035374292666921,2019-05-13,2020-05-13,2.0,sem,MI,100001,
04f499e857e261543363089f3efd2ad5,2018-05-17,2018-09-23,7.0,sem,MN,100005,I had a short-term need for insurance that has ended
23c4820885ed28c634f8136b91331f22,2019-04-15,2019-06-07,5.0,organic,WA,100004,I had a short-term need for insurance that has ended
1bd46ac0d19c7e9381b9410ff152f7bb,2019-10-22,2020-10-22,5.0,social,MO,5005,
1fec82eff01c56cfa38f19dbaa786897,2018-07-18,2019-01-16,5.0,social,ID,5012,Non-Payment
845ff85d1086edf984f0d40f3f650495,2019-10-26,2019-12-25,5.0,video,MA,5005,Non-Payment
d16057ba1deecaae7aaccde047724d8e,2020-02-10,2020-02-25,25.0,organic,MT,100001,Insured found better coverage elsewhere at same price
f069e8ddd63c685b5e30cee342c9a04e,2018-08-31,2019-08-31,2.0,organic,MO,5010,
809d378c32ab395fb34a9cdf90d2745d,2019-12-08,2020-12-08,5.0,sem,OH,5005,
ee22da1f1c68a85e459b85a2494d2677,2019-10-23,2019-11-25,5.0,sem,CO,5007,Add/Remove employees
79256222586cb7a183998810f8df4712,2020-04-19,2020-08-30,5.0,sem,TN,5010,I had a short-term need for insurance that has ended
035ab15809f0d61e40ffb67dcaebe698,2018-08-16,2019-07-16,2.0,sem,MN,5005,Non-Payment
a69868116ab4997073fddc922980e263,2020-02-13,2021-02-13,5.0,organic,UT,100042,
774e70977553a1eef2d54978be1ffb37,2020-08-27,2020-09-28,3.0,sem,RI,100043,I had a short-term need for insurance that has ended
d8fe0ca3cfa1dd0bb785dcad673f77cc,2018-04-22,2019-04-22,10.0,sem,NC,100003,
9c10d37ea0fdf2f6a6fa31993bffdc6e,2019-09-10,2020-09-10,0.0,sem,CA,100005,
d89f18113068a14103105112eaac4c5a,2020-07-13,2021-07-13,6.0,agents,FL,100001,
3a8c3c4107ac47961d664254cc20ebca,2019-11-05,2020-07-01,3.0,sem,MT,100001,Non-Payment
f924d5c40d55d2f58c03317600fb41c1,2018-09-17,2019-09-17,5.0,sem,OH,5005,
0d56956b5fd7544a67c1d52100fd6d63,2020-01-05,2021-01-05,5.0,organic,PA,5006,
f08923fdd83a8ce9c4d4139173475a47,2019-08-01,2020-01-11,15.0,sem,MI,100001,Insured is no longer in business
c739e75e45320a967c19688be45b303c,2019-04-26,2020-01-30,0.0,sem,FL,100003,Insured is no longer in business
33245f9cb25422ef8d0dbb441dc4f3f9,2020-02-26,2021-02-26,5.0,agents,IL,5003,
8dced86a8495fcf66f661f8cfdb243c5,2018-06-26,2018-06-26,10.0,sem,IL,100001,Insured found better coverage elsewhere at same price
d194f82aee397b10eb6980ed1a00b3f4,2018-11-06,2019-01-05,4.0,sem,IN,5006,Non-Payment
39d547316eed0d4e7477b5b64c4b862a,2019-04-22,2020-04-22,2.0,sem,PA,100043,
b7a260f7c6a69bad97867d5dfecc0152,2018-06-08,2019-05-22,38.0,sem,CO,100001,I had a short-term need for insurance that has ended
d766c2d04c4ba330819142859c25561f,2019-11-21,2020-11-21,10.0,agents,MS,100001,
395599e4030a0b6dd835e73d31826cd5,2019-08-26,2020-08-26,2.0,channel sales,CA,5006,
919077e667b5ff6f7716f4f68ffb99a6,2020-06-01,2020-10-01,2.0,sem,GA,5006,Non-Payment
f6d88174399c0deac2627e2b22c8b54a,2020-06-19,2021-06-19,4.0,channel sales,GA,5003,
08d1abf0143ea621d095073a5066ec6f,2019-12-19,2020-12-19,5.0,agents,UT,5005,
fbe9f29ba80a6f5f2ca11b89f8554a50,2020-06-29,2021-06-29,5.0,sem,MT,5005,
2f2c34bd402502b235322d49e68d3fc1,2020-04-30,2021-04-30,20.0,support,FL,100001,
bd013fe8d45cc7c77c5de9e8e1d1bcb4,2018-08-21,2019-08-21,15.0,sem,TX,100001,
4c2008ed2ec565b1e93372ce24fc3a92,2018-11-24,2019-07-14,5.0,organic,FL,5010,I had a short-term need for insurance that has ended
e6324812ad19f46f9d03198dc84d9dfd,2019-10-28,2020-10-28,5.0,channel sales,CO,5006,
91390914a75a2e980fe1e1acaa2917a6,2018-10-13,2019-01-12,20.0,social,VA,100001,Non-Payment
42eda39179a958fb4d127fbdc6642d4d,2019-12-13,2020-12-13,0.0,sem,NE,5013,
bdc0f7e3a80e1a35d5a2f8593ebbf982,2020-09-01,2021-09-01,5.0,channel sales,FL,100002,
636b993aaaeac4d4b001b8698dc3fccf,2019-04-10,2020-02-09,2.0,organic,OH,100001,I had a short-term need for insurance that has ended
ffef4490c8e8750953d38bc9ff7d8704,2020-03-10,2020-03-20,5.0,organic,FL,5005,Insured is no longer in business
0700b80d08dcd05c399d785d499e276d,2019-05-03,2019-08-02,15.0,sem,PA,100001,Non-Payment
f95c943fc7f0e2cde011bdf522f065dc,2018-10-25,2019-10-25,13.0,sem,NJ,100001,
28f8e93cb61471657bf6f73843ba56b0,2019-08-23,2020-08-23,5.0,organic,OK,100019,
36eb0cbe4ed3ffad8f92fcbc5bc3e4aa,2019-09-14,2020-09-14,3.0,social,CA,5011,
cb23ce6bc52804885e11dc199ad2a690,2018-09-26,2019-09-26,5.0,sem,TX,5003,
f11c0571cfd11bdbb308e9e3c56e83ff,2019-10-09,2020-05-15,5.0,agents,TX,5008,Non-Payment
a17e80e234de89f4e8fea8f037c07f18,2020-08-24,2021-08-24,12.0,support,VA,100001,
fdbd94303031e6e272466558a24024c6,2019-06-04,2020-06-04,2.0,sem,TX,5007,
cc6bb85353f3c193c4af80cf17605439,2020-03-19,2020-08-14,2.0,direct,CA,5009,Non-Payment
671c057a624a8e15d86af4ef682c55ed,2019-05-13,2019-06-23,5.0,channel sales,TX,100002,I had a short-term need for insurance that has ended
f9679f34f471bea3f9648b443b055559,2019-01-22,2019-11-22,5.0,email,MA,5006,Non-Payment
3b1512f624b0afdfb9a984585b73fca1,2020-02-04,2020-07-16,4.0,sem,NJ,100003,Change residential/commercial percentage from 0 to non-zero
64dc1e75968ea826d2ae9aedb6b0227c,2020-04-13,2021-04-13,5.0,sem,OR,111644,
41f8831ace69e15d7e5ef78bd00a5af2,2020-01-29,2021-01-29,5.0,sem,CA,5006,
661df42d7d31b00160400a8f728674de,2020-02-21,2021-02-21,10.0,agents,AL,100001,
be957841b2a6534dfddb3f83d3c84d82,2020-04-12,2021-04-12,2.0,organic,IN,5003,
635c6642efb2627aa03898c78e11cae3,2019-11-22,2020-11-22,5.0,sem,NC,100006,
2aa61ff650dbaa8a002e32ab454208c6,2019-09-23,2020-09-23,5.0,agents,CO,5012,
1bbfdbbb1545309b593a2caa968eef10,2020-04-03,2021-04-03,20.0,agents,FL,100001,
b03f0e2215c306943e36121412003c7c,2019-07-19,2020-07-19,15.0,sem,NJ,100001,
699d09e9dfc1e6c69e80377917d55cfc,2018-11-05,2019-04-30,5.0,sem,TX,5006,Other reason (describe in notes)
fe5c0bf6f8e84966d46adf06e87165f6,2019-10-25,2020-05-31,15.0,organic,CA,100001,Non-Payment
748ccf1071a63f7eb7d918a615e73d15,2019-11-06,2020-11-06,5.0,sem,AR,5006,
d54a4da5fe3a3c8a7c42c7e20e0dc1a1,2019-05-29,2020-05-29,22.0,sem,MI,100001,
4e4b0ff76dac87f1e720db4860f28937,2019-02-13,2020-02-13,2.0,sem,KS,5005,
eff82b7165701758d891cde0797de4eb,2018-03-15,2018-04-09,20.0,sem,TX,5003,No insurance
05d3516621efbf5fea6b7278079fa39f,2019-09-09,2020-09-09,18.0,sem,CA,100001,
a7215791ab72fed8239002bd4e510da5,2019-02-15,2020-02-15,5.0,sem,ME,5008,
60e25436e81c6b30304c535269d47b51,2020-04-15,2021-04-15,5.0,agents,CA,100006,
d9506cd6033dc8eca0abc460746788a6,2020-03-06,2021-03-06,17.0,organic,CO,100001,
435eb031007d6e4fd5d90384e5bfac48,2020-03-18,2021-03-18,5.0,organic,CA,5006,
6e25e69e900e938e52f993e87a78753d,2020-01-09,2021-01-09,25.0,sem,NJ,100001,
0a979175f2dfc74e72e0df2d56ca2276,2020-05-19,2021-05-19,3.0,direct,FL,5006,
dce0fe2feb09e0789c0eac93dcd6bed7,2019-10-21,2020-10-21,5.0,sem,NJ,5006,
0536c6290db133c26b37b3b260a63aaf,2018-12-26,2019-12-26,2.0,sem,ME,5005,
e68ead5e8b369e08dcaf385da0dff202,2018-10-09,2018-11-09,5.0,sem,TX,100003,Insured is no longer in business
58820ffe484efbfaa933829c64d94f58,2019-06-08,2020-06-08,5.0,sem,NH,5012,
c1187e9e794f499e095e924e2d1bc4bb,2019-06-28,2020-06-28,40.0,sem,OH,100001,
fda74697ee9a4149f6ccd2f2618b817f,2019-07-19,2019-09-18,5.0,direct,UT,100001,Non-Payment
0520ce89b242856835ea49b9d7a312f8,2019-08-22,2020-01-09,5.0,sem,WI,5005,Non-Payment
8f2265aaa68317208c832143093837de,2019-03-15,2020-03-15,5.0,sem,CO,100008,
13878a4eb15b27a4918f464e010f0ad4,2019-03-15,2019-05-14,10.0,sem,FL,100001,Non-Payment
02c8cb1da04301411c7a0c2b24850214,2020-03-11,2021-03-11,5.0,sem,WA,100001,
3923dcf10eff06e418eb99e78ca46336,2019-10-07,2020-09-13,5.0,channel sales,NH,5006,Insured found better coverage elsewhere at same price
d1dd5198d146335de81e4dac281ea737,2020-02-01,2021-02-01,0.0,organic,AR,5003,
6e7dbc8051bfc2c2dbef8a8b51534ea5,2019-09-17,2020-09-17,5.0,sem,CA,5009,
139fa77f05f5cad29912a280e95a65d3,2020-02-28,2021-02-28,2.0,direct,FL,5012,
883f7d5815d375616802b07387599424,2018-11-14,2019-03-15,2.0,sem,FL,5012,Non-Payment
